BÖLGE;TTT;BRİCK;İLAÇ GRUBU;İLAÇ; TOPLAM ;TOPLAM PPI %; 1.HAFTA ;1.H PPI %; 2.HAFTA ;2.H PPI %; 3.HAFTA ;3.H PPI %; 4.HAFTA ;4.H PPI %; 5.HAFTA ;5.H PPI %; 6.HAFTA ;6.H PPI %; 7.HAFTA ;7.H PPI %; 8.HAFTA ;8.H PPI %; 9.HAFTA ;9.H PPI %
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;ACIDPASS PAZARI;DIGER ACIDPASS; 4 ;0,38%; -   ;0,00%; -   ;0,00%; 1 ;0,42%; -   ;0,00%; 3 ;1,43%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;ACIDPASS PAZARI;FAMODİN PLUS; 148 ;14,10%; 2 ;2,60%; 34 ;15,67%; 15 ;6,36%; 27 ;37,50%; 28 ;13,33%; 4 ;3,45%; 22 ;29,73%; 16 ;33,33%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;ACIDPASS PAZARI; ACIDPASS PAZARI TOPLAM; 1.050 ;100,00%; 77 ;100,00%; 217 ;100,00%; 236 ;100,00%; 72 ;100,00%; 210 ;100,00%; 116 ;100,00%; 74 ;100,00%; 48 ;100,00%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;MOKSİFLOKSASİN PAZARI;MOKSEFEN; 70 ;39,11%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 25 ;53,19%; 45 ;95,74%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;MOKSİFLOKSASİN PAZARI;AVELOX; 57 ;31,84%; 12 ;37,50%; 12 ;100,00%; 7 ;58,33%; 7 ;100,00%; 7 ;53,85%; 3 ;33,33%; 7 ;14,89%; 2 ;4,26%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;MOKSİFLOKSASİN PAZARI;MOXAI; 12 ;6,70%; -   ;0,00%; -   ;0,00%; 5 ;41,67%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 7 ;14,89%; -   ;0,00%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;MOKSİFLOKSASİN PAZARI;DİĞER MOKSİFLOKSASİN; 40 ;22,35%; 20 ;62,50%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 6 ;46,15%; 6 ;66,67%; 8 ;17,02%; -   ;0,00%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;MOKSİFLOKSASİN PAZARI;DİĞER LEVOFLOKSASİN; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;MOKSİFLOKSASİN PAZARI;MOKSİFLOKSASİN PAZARI TOPLAM; 179 ;100,00%; 32 ;100,00%; 12 ;100,00%; 12 ;100,00%; 7 ;100,00%; 13 ;100,00%; 9 ;100,00%; 47 ;100,00%; 47 ;100,00%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;GRİPORT COLD PAZARI;A FERİN; 271 ;12,35%; 44 ;34,65%; 22 ;9,44%; 45 ;19,15%; 22 ;8,33%; 13 ;8,67%; 24 ;15,69%; 55 ;9,65%; 46 ;9,96%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;GRİPORT COLD PAZARI;GRİPORT COLD; 166 ;97,65%; 16 ;12,60%; 104 ;44,64%; 46 ;19,57%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;GRİPORT COLD PAZARI;KATARIN; 403 ;18,37%; 12 ;9,45%; 26 ;11,16%; 18 ;7,66%; 14 ;5,30%; 3 ;2,00%; 36 ;23,53%; 286 ;50,18%; 8 ;1,73%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;GRİPORT COLD PAZARI;NUROFEN COLD FLUE; 170 ;7,75%; 1 ;0,79%; -   ;0,00%; 2 ;0,85%; 5 ;1,89%; 2 ;1,33%; 6 ;3,92%; 10 ;1,75%; 144 ;31,17%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;GRİPORT COLD PAZARI;OTHER COLD PREP; 471 ;21,47%; 29 ;22,83%; 53 ;22,75%; 75 ;31,91%; 75 ;28,41%; 39 ;26,00%; 42 ;27,45%; 102 ;17,89%; 56 ;12,12%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;GRİPORT COLD PAZARI;OTHER COLD PREP - VIT C; 638 ;29,08%; 12 ;9,45%; 28 ;12,02%; 37 ;15,74%; 135 ;51,14%; 83 ;55,33%; 35 ;22,88%; 100 ;17,54%; 208 ;45,02%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;GRİPORT COLD PAZARI;GRİBEX COLD FLUE; 75 ;3,42%; 13 ;10,24%; -   ;0,00%; 12 ;5,11%; 13 ;4,92%; 10 ;6,67%; 10 ;6,54%; 17 ;2,98%; -   ;0,00%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;GRİPORT COLD PAZARI;GRIPORT COLD PAZARI TOPLAM; 2.194 ;100,00%; 127 ;100,00%; 233 ;100,00%; 235 ;100,00%; 264 ;100,00%; 150 ;100,00%; 153 ;100,00%; 570 ;100,00%; 462 ;100,00%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;FAMTREC PAZARI;FAMTREC; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;FAMTREC PAZARI;BRUFEN; 381 ;57,55%; 41 ;30,37%; 29 ;78,38%; 57 ;51,82%; 90 ;88,24%; 34 ;72,34%; 54 ;59,34%; 23 ;37,70%; 53 ;67,09%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;FAMTREC PAZARI;DİĞER FAMOTİDİN; 281 ;42,45%; 94 ;69,63%; 8 ;21,62%; 53 ;48,18%; 12 ;11,76%; 13 ;27,66%; 37 ;40,66%; 38 ;62,30%; 26 ;32,91%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -3;FAMTREC PAZARI;FAMOTİDİN PAZARI TOPLAM; 662 ;100,00%; 135 ;100,00%; 37 ;100,00%; 110 ;100,00%; 102 ;100,00%; 47 ;100,00%; 91 ;100,00%; 61 ;100,00%; 79 ;100,00%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;PANTAPROZOL PAZARI;PANOCER TOPLAM; 1.886 ;28,68%; 494 ;57,31%; 394 ;46,03%; 55 ;9,63%; 110 ;13,60%; 261 ;22,98%; 55 ;9,03%; 136 ;15,04%; 381 ;46,01%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;PANTAPROZOL PAZARI;PANTO; 3.063 ;46,59%; 244 ;28,31%; 276 ;32,24%; 299 ;52,36%; 543 ;67,12%; 505 ;44,45%; 419 ;68,80%; 410 ;45,35%; 367 ;44,32%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;PANTAPROZOL PAZARI;PANTACTIVE; 352 ;5,35%; -   ;0,00%; -   ;0,00%; 65 ;11,38%; 8 ;0,99%; 66 ;5,81%; 18 ;2,96%; 188 ;20,80%; 7 ;0,85%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;PANTAPROZOL PAZARI;DIGER PANTAPROZOLE; 974 ;14,81%; 116 ;13,46%; 113 ;13,20%; 129 ;22,59%; 136 ;16,81%; 265 ;23,33%; 90 ;14,78%; 71 ;7,85%; 54 ;6,52%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;PANTAPROZOL PAZARI;PULCET; 300 ;4,56%; 8 ;0,93%; 73 ;8,53%; 23 ;4,03%; 12 ;1,48%; 39 ;3,43%; 27 ;4,43%; 99 ;10,95%; 19 ;2,29%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;PANTAPROZOL PAZARI; PANTOPRAZOLE PAZARI TOPLAM; 6.575 ;100,00%; 862 ;100,00%; 856 ;100,00%; 571 ;100,00%; 809 ;100,00%; 1.136 ;100,00%; 609 ;100,00%; 904 ;100,00%; 828 ;100,00%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;ACIDPASS PAZARI;ACIDPASS TOPLAM; 233 ;4,05%; 17 ;2,89%; 30 ;4,31%; 22 ;3,16%; 21 ;6,05%; 4 ;0,28%; 61 ;9,36%; 47 ;6,70%; 31 ;4,82%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;ACIDPASS PAZARI;TRIGAST; 2.155 ;37,41%; 339 ;57,65%; 123 ;17,67%; 167 ;23,96%; 93 ;26,80%; 1.166 ;81,25%; 98 ;15,03%; 67 ;9,54%; 102 ;15,86%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;ACIDPASS PAZARI;TALCID; 573 ;9,95%; 57 ;9,69%; 84 ;12,07%; 101 ;14,49%; 38 ;10,95%; 42 ;2,93%; 96 ;14,72%; 70 ;9,97%; 85 ;13,22%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;ACIDPASS PAZARI;RENNIE; 1.644 ;28,54%; 30 ;5,10%; 168 ;24,14%; 311 ;44,62%; 109 ;31,41%; 102 ;7,11%; 189 ;28,99%; 431 ;61,40%; 304 ;47,28%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;ACIDPASS PAZARI;DIGER ACIDPASS; 11 ;0,19%; 2 ;0,34%; -   ;0,00%; 2 ;0,29%; 2 ;0,58%; 2 ;0,14%; 1 ;0,15%; 1 ;0,14%; 1 ;0,16%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;ACIDPASS PAZARI;FAMODİN PLUS; 1.144 ;19,86%; 143 ;24,32%; 291 ;41,81%; 94 ;13,49%; 84 ;24,21%; 119 ;8,29%; 207 ;31,75%; 86 ;12,25%; 120 ;18,66%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;ACIDPASS PAZARI; ACIDPASS PAZARI TOPLAM; 5.760 ;100,00%; 588 ;100,00%; 696 ;100,00%; 697 ;100,00%; 347 ;100,00%; 1.435 ;100,00%; 652 ;100,00%; 702 ;100,00%; 643 ;100,00%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;MOKSİFLOKSASİN PAZARI;MOKSEFEN; 312 ;36,62%; 14 ;13,86%; 36 ;40,45%; 30 ;31,91%; 19 ;19,59%; 51 ;35,17%; 93 ;78,81%; 12 ;11,76%; 57 ;53,77%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;MOKSİFLOKSASİN PAZARI;AVELOX; 278 ;32,63%; 50 ;49,50%; 40 ;44,94%; 39 ;41,49%; 37 ;38,14%; 51 ;35,17%; 10 ;8,47%; 26 ;25,49%; 25 ;23,58%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;MOKSİFLOKSASİN PAZARI;MOXAI; 90 ;10,56%; 5 ;4,95%; 7 ;7,87%; 21 ;22,34%; 8 ;8,25%; 8 ;5,52%; 8 ;6,78%; 21 ;20,59%; 12 ;11,32%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;MOKSİFLOKSASİN PAZARI;DİĞER MOKSİFLOKSASİN; 172 ;20,19%; 32 ;31,68%; 6 ;6,74%; 4 ;4,26%; 33 ;34,02%; 35 ;24,14%; 7 ;5,93%; 43 ;42,16%; 12 ;11,32%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;MOKSİFLOKSASİN PAZARI;DİĞER LEVOFLOKSASİN; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;MOKSİFLOKSASİN PAZARI;MOKSİFLOKSASİN PAZARI TOPLAM; 852 ;100,00%; 101 ;100,00%; 89 ;100,00%; 94 ;100,00%; 97 ;100,00%; 145 ;100,00%; 118 ;100,00%; 102 ;100,00%; 106 ;100,00%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;GRİPORT COLD PAZARI;A FERİN; 1.006 ;16,07%; 56 ;12,64%; 107 ;16,74%; 66 ;14,01%; 100 ;23,70%; 229 ;27,52%; 213 ;22,71%; 156 ;9,27%; 79 ;9,51%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;GRİPORT COLD PAZARI;GRİPORT COLD; 142 ;133,96%; 5 ;1,13%; 61 ;9,55%; 26 ;5,52%; -   ;0,00%; 2 ;0,24%; -   ;0,00%; 44 ;2,61%; 4 ;0,48%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;GRİPORT COLD PAZARI;KATARIN; 689 ;11,01%; 42 ;9,48%; 59 ;9,23%; 70 ;14,86%; 29 ;6,87%; 76 ;9,13%; 73 ;7,78%; 238 ;14,14%; 102 ;12,27%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;GRİPORT COLD PAZARI;NUROFEN COLD FLUE; 106 ;1,69%; 7 ;1,58%; 2 ;0,31%; 21 ;4,46%; 13 ;3,08%; 22 ;2,64%; 11 ;1,17%; 23 ;1,37%; 7 ;0,84%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;GRİPORT COLD PAZARI;OTHER COLD PREP; 1.167 ;18,65%; 90 ;20,32%; 154 ;24,10%; 136 ;28,87%; 97 ;22,99%; 191 ;22,96%; 209 ;22,28%; 195 ;11,59%; 95 ;11,43%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;GRİPORT COLD PAZARI;OTHER COLD PREP - VIT C; 2.759 ;44,08%; 202 ;45,60%; 218 ;34,12%; 138 ;29,30%; 155 ;36,73%; 278 ;33,41%; 330 ;35,18%; 973 ;57,81%; 465 ;55,96%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;GRİPORT COLD PAZARI;GRİBEX COLD FLUE; 390 ;6,23%; 41 ;9,26%; 38 ;5,95%; 14 ;2,97%; 28 ;6,64%; 34 ;4,09%; 102 ;10,87%; 54 ;3,21%; 79 ;9,51%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;GRİPORT COLD PAZARI;GRIPORT COLD PAZARI TOPLAM; 6.259 ;100,00%; 443 ;100,00%; 639 ;100,00%; 471 ;100,00%; 422 ;100,00%; 832 ;100,00%; 938 ;100,00%; 1.683 ;100,00%; 831 ;100,00%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;FAMTREC PAZARI;FAMTREC; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;FAMTREC PAZARI;BRUFEN; 1.482 ;84,73%; 158 ;92,94%; 251 ;83,67%; 144 ;73,85%; 193 ;95,07%; 222 ;91,74%; 194 ;89,81%; 118 ;83,10%; 202 ;71,89%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;FAMTREC PAZARI;DİĞER FAMOTİDİN; 267 ;15,27%; 12 ;7,06%; 49 ;16,33%; 51 ;26,15%; 10 ;4,93%; 20 ;8,26%; 22 ;10,19%; 24 ;16,90%; 79 ;28,11%;;
SAMSUN;SAMET CETIN;SIVAS MERKEZ -4;FAMTREC PAZARI;FAMOTİDİN PAZARI TOPLAM; 1.749 ;100,00%; 170 ;100,00%; 300 ;100,00%; 195 ;100,00%; 203 ;100,00%; 242 ;100,00%; 216 ;100,00%; 142 ;100,00%; 281 ;100,00%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;PANTAPROZOL PAZARI;PANOCER TOPLAM; 1.914 ;31,37%; 88 ;26,51%; 160 ;44,94%; 494 ;34,62%; 52 ;9,06%; 394 ;27,04%; 277 ;53,17%; 68 ;12,23%; 381 ;43,34%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;PANTAPROZOL PAZARI;PANTO; 1.410 ;23,11%; 160 ;48,19%; 46 ;12,92%; 234 ;16,40%; 263 ;45,82%; 191 ;13,11%; 136 ;26,10%; 228 ;41,01%; 152 ;17,29%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;PANTAPROZOL PAZARI;PANTACTIVE; 93 ;1,52%; 7 ;2,11%; -   ;0,00%; 19 ;1,33%; 12 ;2,09%; 18 ;1,24%; 24 ;4,61%; 6 ;1,08%; 7 ;0,80%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;PANTAPROZOL PAZARI;DIGER PANTAPROZOLE; 1.125 ;18,44%; 47 ;14,16%; 83 ;23,31%; 152 ;10,65%; 111 ;19,34%; 387 ;26,56%; 57 ;10,94%; 133 ;23,92%; 155 ;17,63%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;PANTAPROZOL PAZARI;PULCET; 1.560 ;25,57%; 30 ;9,04%; 67 ;18,82%; 528 ;37,00%; 136 ;23,69%; 467 ;32,05%; 27 ;5,18%; 121 ;21,76%; 184 ;20,93%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;PANTAPROZOL PAZARI; PANTOPRAZOLE PAZARI TOPLAM; 6.102 ;100,00%; 332 ;100,00%; 356 ;100,00%; 1.427 ;100,00%; 574 ;100,00%; 1.457 ;100,00%; 521 ;100,00%; 556 ;100,00%; 879 ;100,00%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;ACIDPASS PAZARI;ACIDPASS TOPLAM; 471 ;37,44%; 14 ;17,95%; 29 ;21,48%; 41 ;29,08%; 48 ;27,91%; 19 ;17,12%; 35 ;28,93%; 269 ;67,59%; 16 ;15,69%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;ACIDPASS PAZARI;TRIGAST; 56 ;4,45%; -   ;0,00%; 5 ;3,70%; 10 ;7,09%; -   ;0,00%; 9 ;8,11%; 11 ;9,09%; 18 ;4,52%; 3 ;2,94%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;ACIDPASS PAZARI;TALCID; 259 ;20,59%; 29 ;37,18%; 53 ;39,26%; 21 ;14,89%; 55 ;31,98%; 26 ;23,42%; 25 ;20,66%; 10 ;2,51%; 40 ;39,22%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;ACIDPASS PAZARI;RENNIE; 447 ;35,53%; 35 ;44,87%; 44 ;32,59%; 69 ;48,94%; 65 ;37,79%; 49 ;44,14%; 50 ;41,32%; 98 ;24,62%; 37 ;36,27%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;ACIDPASS PAZARI;DIGER ACIDPASS; 3 ;0,24%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 2 ;1,80%; -   ;0,00%; 1 ;0,25%; -   ;0,00%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;ACIDPASS PAZARI;FAMODİN PLUS; 22 ;1,75%; -   ;0,00%; 4 ;2,96%; -   ;0,00%; 4 ;2,33%; 6 ;5,41%; -   ;0,00%; 2 ;0,50%; 6 ;5,88%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;ACIDPASS PAZARI; ACIDPASS PAZARI TOPLAM; 1.258 ;100,00%; 78 ;100,00%; 135 ;100,00%; 141 ;100,00%; 172 ;100,00%; 111 ;100,00%; 121 ;100,00%; 398 ;100,00%; 102 ;100,00%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;MOKSİFLOKSASİN PAZARI;MOKSEFEN; 23 ;16,79%;-13 ;-118,18%; -   ;0,00%; 30 ;63,83%; 6 ;40,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;MOKSİFLOKSASİN PAZARI;AVELOX; 51 ;37,23%; 4 ;36,36%; -   ;0,00%; 11 ;23,40%; 6 ;40,00%; 5 ;45,45%; 10 ;66,67%; 14 ;40,00%; 1 ;100,00%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;MOKSİFLOKSASİN PAZARI;MOXAI; 28 ;20,44%; -   ;0,00%; 2 ;100,00%; 2 ;4,26%; 3 ;20,00%; 6 ;54,55%; -   ;0,00%; 15 ;42,86%; -   ;0,00%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;MOKSİFLOKSASİN PAZARI;DİĞER MOKSİFLOKSASİN; 30 ;21,90%; 20 ;181,82%; -   ;0,00%; 4 ;8,51%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 6 ;17,14%; -   ;0,00%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;MOKSİFLOKSASİN PAZARI;DİĞER LEVOFLOKSASİN; 5 ;3,65%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; 5 ;33,33%; -   ;0,00%; -   ;0,00%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;MOKSİFLOKSASİN PAZARI;MOKSİFLOKSASİN PAZARI TOPLAM; 137 ;100,00%; 11 ;100,00%; 2 ;100,00%; 47 ;100,00%; 15 ;100,00%; 11 ;100,00%; 15 ;100,00%; 35 ;100,00%; 1 ;100,00%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;GRİPORT COLD PAZARI;A FERİN; 997 ;26,87%; 65 ;20,38%; 89 ;19,06%; 136 ;35,79%; 112 ;23,00%; 193 ;39,79%; 149 ;32,89%; 105 ;21,52%; 148 ;23,42%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;GRİPORT COLD PAZARI;GRİPORT COLD; 1 ;0,98%; -   ;0,00%; 1 ;0,21%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;GRİPORT COLD PAZARI;KATARIN; 409 ;11,02%; 28 ;8,78%; 172 ;36,83%; 7 ;1,84%; 25 ;5,13%; 17 ;3,51%; 25 ;5,52%; 98 ;20,08%; 37 ;5,85%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;GRİPORT COLD PAZARI;NUROFEN COLD FLUE; 102 ;2,75%; 15 ;4,70%; 6 ;1,28%; 18 ;4,74%; 15 ;3,08%; 6 ;1,24%; 27 ;5,96%; 5 ;1,02%; 10 ;1,58%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;GRİPORT COLD PAZARI;OTHER COLD PREP; 593 ;15,98%; 23 ;7,21%; 91 ;19,49%; 97 ;25,53%; 130 ;26,69%; 63 ;12,99%; 59 ;13,02%; 64 ;13,11%; 66 ;10,44%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;GRİPORT COLD PAZARI;OTHER COLD PREP - VIT C; 1.193 ;32,15%; 163 ;51,10%; 51 ;10,92%; 74 ;19,47%; 159 ;32,65%; 143 ;29,48%; 114 ;25,17%; 172 ;35,25%; 317 ;50,16%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;GRİPORT COLD PAZARI;GRİBEX COLD FLUE; 416 ;11,21%; 25 ;7,84%; 57 ;12,21%; 48 ;12,63%; 46 ;9,45%; 63 ;12,99%; 79 ;17,44%; 44 ;9,02%; 54 ;8,54%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;GRİPORT COLD PAZARI;GRIPORT COLD PAZARI TOPLAM; 3.711 ;100,00%; 319 ;100,00%; 467 ;100,00%; 380 ;100,00%; 487 ;100,00%; 485 ;100,00%; 453 ;100,00%; 488 ;100,00%; 632 ;100,00%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;FAMTREC PAZARI;FAMTREC; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%; -   ;0,00%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;FAMTREC PAZARI;BRUFEN; 607 ;77,32%; 81 ;94,19%; 30 ;81,08%; 58 ;64,44%; 133 ;67,17%; 49 ;100,00%; 50 ;89,29%; 66 ;67,35%; 140 ;81,87%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;FAMTREC PAZARI;DİĞER FAMOTİDİN; 178 ;22,68%; 5 ;5,81%; 7 ;18,92%; 32 ;35,56%; 65 ;32,83%; -   ;0,00%; 6 ;10,71%; 32 ;32,65%; 31 ;18,13%;;
SAMSUN;SAMET CETIN;TOKAT BATI ILCELER;FAMTREC PAZARI;FAMOTİDİN PAZARI TOPLAM; 785 ;100,00%; 86 ;100,00%; 37 ;100,00%; 90 ;100,00%; 198 ;100,00%; 49 ;100,00%; 56 ;100,00%; 98 ;100,00%; 171 ;100,00%;;
SAMSUN;SAMET CETIN;TOKAT DOGU ILCELER;PANTAPROZOL PAZARI;PANOCER TOPLAM; 2.588 ;30,87%; 426 ;31,05%; 665 ;49,66%; 736 ;53,41%; 13 ;1,86%; 665 ;35,58%; 1 ;0,20%; 69 ;10,21%; 13 ;2,31%;;
SAMSUN;SAMET CETIN;TOKAT DOGU ILCELER;PANTAPROZOL PAZARI;PANTO; 2.645 ;31,55%; 283 ;20,63%; 289 ;21,58%; 261 ;18,94%; 505 ;72,35%; 295 ;15,78%; 323 ;66,19%; 367 ;54,29%; 322 ;57,19%;;
SAMSUN;SAMET CETIN;TOKAT DOGU ILCELER;PANTAPROZOL PAZARI;PANTACTIVE; 662 ;7,90%; 104 ;7,58%; 92 ;6,87%; 18 ;1,31%; 42 ;6,02%; 366 ;19,58%; 10 ;2,05%; 12 ;1,78%; 18 ;3,20%;;
SAMSUN;SAMET CETIN;TOKAT DOGU ILCELER;PANTAPROZOL PAZARI;DIGER PANTAPROZOLE; 1.040 ;12,41%; 158 ;11,52%; 136 ;10,16%; 184 ;13,35%; 93 ;13,32%; 146 ;7,81%; 112 ;22,95%; 112 ;16,57%; 99 ;17,58%;;
SAMSUN;SAMET CETIN;TOKAT DOGU ILCELER;PANTAPROZOL PAZARI;PULCET; 1.448 ;17,27%; 401 ;29,23%; 157 ;11,73%; 179 ;12,99%; 45 ;6,45%; 397 ;21,24%; 42 ;8,61%; 116 ;17,16%; 111 ;19,72%;;
SAMSUN;SAMET CETIN;TOKAT DOGU ILCELER;PANTAPROZOL PAZARI; PANTOPRAZOLE PAZARI TOPLAM; 8.383 ;100,00%; 1.372 ;100,00%; 1.339 ;100,00%; 1.378 ;100,00%; 698 ;100,00%; 1.869 ;100,00%; 488 ;100,00%; 676 ;100,00%; 563 ;100,00%;;
SAMSUN;SAMET CETIN;TOKAT DOGU ILCELER;ACIDPASS PAZARI;ACIDPASS TOPLAM; 302 ;24,98%; 16 ;25,40%; 55 ;25,23%; 36 ;20,22%; 41 ;25,95%; 33 ;28,70%; 25 ;15,53%; 70 ;30,97%; 26 ;28,89%;;
SAMSUN;SAMET CETIN;TOKAT DOGU ILCELER;ACIDPASS PAZARI;TRIGAST; 66 ;5,46%; 3 ;4,76%; 1 ;0,46%; 3 ;1,69%; 16 ;10,13%; 13 ;11,30%; 18 ;11,18%; 8 ;3,54%; 4 ;4,44%;;
SAMSUN;SAMET CETIN;TOKAT DOGU ILCELER;ACIDPASS PAZARI;TALCID; 338 ;27,96%; 26 ;41,27%; 52 ;23,85%; 29 ;16,29%; 69 ;43,67%; 29 ;25,22%; 28 ;17,39%; 71 ;31,42%; 34 ;37,78%;;
